CLUES,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,REGION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,MUNICIPIO,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,NOMBRE TIPO ESTABLECIMIENTO,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,REFERENCIAS DEL DOMICILIO,TELEFONO 1 DEL ESTABLECIMIENTO,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,OBSERVACIONES AL REGISTRO,LATITUD,LONGITUD
CSIMB003144,GUADALUPE VICTORIA,GUADALUPE VICTORIA,ACALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VENUSTIANO CARRANZA,GUADALUPE VICTORIA,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,7,COLONIA,GUADALUPE VICTORIA,30200,NO DISPONIBLE,9613643530,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.4047,-92.5524
CSIMB003156,SAN FRANCISCO PUJILTIC,SAN FRANCISCO PUJILTIC,ACALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VENUSTIANO CARRANZA,SAN FRANCISCO PUJILTIC,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,5,CALLE,LAZARO CARDENAS,SIN NÚMERO,,25,PUEBLO,SAN FRANCISCO PUJILTIC,30210,CALLE LÁZARO CÁRDENAS S/N,9323230594,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.277816,-92.448256
CSIMB003161,LAJA TENDIDA,LAJA TENDIDA,ACALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VENUSTIANO CARRANZA,PRESIDENTE ECHEVERRIA (LAJA TENDIDA),1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,5,CALLE,CENTRAL,SIN NÚMERO,,7,COLONIA,PRESIDENTE ECHEVERRIA (LAJA TENDIDA),30225,CALLE CENTRAL VEGA DEL PASO S/N,9191469036,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.33654,-92.6704
CSIMB003173,VILLACORZO,VILLACORZO,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLA CORZO,VILLA CORZO,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,TERCERA PONIENTE,SIN NÚMERO,,3,BARRIO,LA CLINICA,30520,3A. PTE. S/N ENTRE 1A.SUR Y AV. CENTRAL,9331480354,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.186705,-93.270961
CSIMB003185,SN. PEDRO BUENAVISTA,SN. PEDRO BUENAVISTA,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLA CORZO,SAN PEDRO BUENAVISTA,4,VILLAFLORES,DE CONSULTA EXTERNA,3,AVENIDA,SEXTA NORTE PONIENTE,SIN NÚMERO,,25,PUEBLO,BUENAVISTA,30523,CARR.VILLACORZO-REVOL.MEX. 6A.AV.NTE.S/N,9611018282,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.13986,-93.168341
CSIMB003190,EL PARRAL,EL PARRAL,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,EL PARRAL,EL PARRAL,4,VILLAFLORES,DE CONSULTA EXTERNA,3,AVENIDA,SEGUNDA PONIENTE,SIN NÚMERO,,25,PUEBLO,BUENAVISTA,30530,1A.AV. SUR Y 2A. PTE. EL PARRAL,9651052109,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.365771,-93.00775
CSIMB003202,24 DE FEBRERO,24 DE FEBRERO,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLA CORZO,VEINTICUATRO DE FEBRERO,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,24 DE FEBRERO,30524,ADJUNTO A LA CASA EJIDAL DE 24 DE FEBRERO,9616199168,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.101741,-93.360897
CSIMB003214,VILLAFLORES,VILLAFLORES,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,VILLAFLORES,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,PRIMERA PONIENTE,SIN NÚMERO,,3,BARRIO,FRAYLESCANO,30479,1A.PTE. ENTRE 3A. Y 4A. SUR S/N,9661018244,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.232331,-93.266926
CSIMB003226,CALZADA LARGA,CALZADA LARGA,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,CALZADA LARGA,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,JAZMIN,SIN NÚMERO,,13,EJIDO,CALZADA LARGA,30474,AV. GARDENIAS S/N,9191340494,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.350869,-93.315318
CSIMB003231,CRISTÓBAL OBREGÓN,CRISTÓBAL OBREGÓN,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,CRISTOBAL OBREGON,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,PRIMERA PONIENTE SUR,SIN NÚMERO,,25,PUEBLO,CRISTÓBAL OBREGÓN,30495,1A. PTE. SUR S/N CENTRO,9612310401,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.430606,-93.448361
CSIMB003243,DR. DOMINGO CHANONA,DR. DOMINGO CHANONA,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,DOCTOR DOMINGO CHANONA,4,VILLAFLORES,DE CONSULTA EXTERNA,24,CARRETERA,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,DR. DOMINGO CHANONA,30492,ENTRADA A LA COLONIA AL LADO DE LA SEC.,9616683781,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.345447,-93.41025
CSIMB003255,JESÚS MA. GARZA,JESÚS MA. GARZA,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,JESUS MARIA GARZA,4,VILLAFLORES,DE CONSULTA EXTERNA,3,AVENIDA,SEGUNDA NORTE ORIENTE,SIN NÚMERO,,25,PUEBLO,JESUS MARIA GARZA,30484,3A. NORTE Y 3A. ORIENTE CENTRO,9611939846,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.394379,-93.290826
CSIMB003260,ROBLADA GRANDE,ROBLADA GRANDE,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,ROBLADA GRANDE,4,VILLAFLORES,DE CONSULTA EXTERNA,3,AVENIDA,CENTRAL,SIN NÚMERO,,25,PUEBLO,ROBLADA GRANDE,30480,CENTRAL NORTE S/N POR LA BODEGA,9671199411,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.491757,-93.194884
CSIMB003272,TIERRA Y LIBERTAD,TIERRA Y LIBERTAD,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,TIERRA Y LIBERTAD,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,TIERRA Y LIBERTAD,30499,FRENTE AL CAMPO DE FOTBALL SOCCER,9671196029,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.233548,-93.708493
CSIMB003284,YAJALÓN,YAJALÓN,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,YAJALON,YAJALON,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,JUANA HERNANDEZ ZARCO,SIN NÚMERO,,25,PUEBLO,YAJALÓN,29930,AV. JUANA HERNANDEZ ZARCO S/N,9671152687,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.1705,-92.3354
CSIMB003296,CHIQUINIVALVO,CHIQUINIVALVO,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,ZINACANTAN,CHIQUINIVALVO,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,7,COLONIA,CHIQUINIVALVO,29369,A UN COSTADO DE LA ESCUELA PRIMARIA,9612254523,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.708411,-92.850654
CSIMB003301,NACHING,NACHING,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,ZINACANTAN,NACHIG,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,5,CALLE,FRANCISCO MARQUEZ,SIN NÚMERO,,25,PUEBLO,NACHIG,29353,A 300 MTS DE LA CARR.INTERNACIONAL,9671376879,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.733096,-92.71464
CSIMB003313,NAVENCHAUC,NAVENCHAUC,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,ZINACANTAN,NAVENCHAUC,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,5,CALLE,PATROCINIO GONZÁLEZ garrido,SIN NÚMERO,,25,PUEBLO,NAVENCHAUC,29360,CALLE PATROCINIO GLEZ Y BELISARIO DOMI.,9671468754,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.735294,-92.780363
CSIMB003325,CHILOLJÁ,CHILOLJÁ,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SAN JUAN CANCUC,CHILOLJA,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,24,CARRETERA,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,CHILOLJA,29792,BARRIO LA ERMITA,9631546134,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.887355,-92.42648
CSIMB003330,CHACTÉ,CHACTÉ,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SAN JUAN CANCUC,CHACTE,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,CHACTE,29795,FRENTE AL KINDER,9631612545,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.938013,-92.349974
CSIMB003342,ONILTIC,ONILTIC,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SAN JUAN CANCUC,ONILTIC,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,ONILTIC,29798,A UN COSTADO DE LA ESC. PRIMARIA,9166418422,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.969723,-92.388027
CSIMB003354,ARROYO DELICIAS,ARROYO DELICIAS,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,BENEMERITO DE LAS AMERICAS,ARROYO DELICIAS,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,ARROYO DELICIAS,29956,A UN LADO DE LA IGLESIA ADVENTISTA,9651052109,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.116801,-90.551874
CSIMB003366,NUEVO VERACRUZ,NUEVO VERACRUZ,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,BENEMERITO DE LAS AMERICAS,NUEVO VERACRUZ,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,MIGUEL HIDALGO,SIN NÚMERO,,13,EJIDO,NUEVO VERACRUZ,29955,MIGUEL HIDALGO S/N,9681039813,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.084912,-90.682481
CSIMB003371,QUETZALCÓALT,QUETZALCÓALT,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,BENEMERITO DE LAS AMERICAS,QUETZALCOATL 1RA. SECCION,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,QUETZALCÓALT,29955,FRENTE AL CAMPO DE FUTBOL,2227701662,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.148302,-90.453594
CSIMB003383,SANTA MARGARITA AGUA AZUL,SANTA MARGARITA AGUA AZUL,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,LAS MARGARITAS,SANTA MARGARITA AGUA AZUL,3,COMITÁN,DE CONSULTA EXTERNA,23,CAMINO,SECTOR 4 MANZANA 62,SIN NÚMERO,,27,RANCHERÍA,SANTA MARGARITA AGUA AZUL,30187,NO DISPONIBLE,9621090643,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.237515,-91.362252
CSIMB003395,BOCA DE CHAJUL,BOCA DE CHAJUL,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,MARQUES DE COMILLAS,BOCA DE CHAJUL,6,PALENQUE,DE CONSULTA EXTERNA,4,BOULEVARD,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,BOCA DE CHAJUL,29959,BOULEVARD S/N,9611142392,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.115994,-90.925779
CSIMB003400,QUIRINGUICHARO,QUIRINGUICHARO,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,MARQUES DE COMILLAS,QUIRINGUICHARO,6,PALENQUE,DE CONSULTA EXTERNA,4,BOULEVARD,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,QUIRINGUICHARO,29957,FRENTE A AL CANCHA DEPORTIVA,9191406049,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.425458,-90.710082
CSIMB003412,LAGUNA DEL COFRE,LAGUNA DEL COFRE,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,MONTECRISTO DE GUERRERO,LAGUNA DEL COFRE,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,7,COLONIA,LAGUNA DEL COFRE,30382,CONOCIDO A UN LADO DE LA ANTIGUA CASA DE SALUD,9211157187,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.626955,-92.64067
CSIMB003424,SAN NICOLÁS PLAN DE AYUTLA,SAN NICOLÁS PLAN DE AYUTLA,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,MONTECRISTO DE GUERRERO,SAN NICOLAS PLAN DE AYUTLA,4,VILLAFLORES,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,SAN NICOLAS PLAN DE AYUTLA,30389,UN LADO DE LA TIENDA CONASUPO L.NTE. COL,9612020883,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.719692,-92.606753
CSIMB003436,PEDREGAL SAN ÁNGEL,PEDREGAL SAN ÁNGEL,ACALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHIAPA DE CORZO,CHIAPA DE CORZO,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,3,AVENIDA,"6 SUR, MANZANA 28",SIN NÚMERO,,7,COLONIA,PEDREGAL SAN ANGEL,29163,"CONOCIDO, MZ. 28 S/N",9611224404,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.7417051,-93.043966
CSIMB003441,EMILIANO ZAPATA,EMILIANO ZAPATA,CINTALAPA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,JIQUIPILAS,JIQUIPILAS,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,EMILIANO ZAPATA,30430,POR EL DESVIO A LÓPEZ MATEO,9616552982,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.866103,-93.685744
CSIMB003453,BASHEQUÉM,BASHEQUÉM,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHAMULA,BASHEQUEN,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,BASHEQUEN,29335,FRENTE A LA ESCUELA PRIMARIA,9671287104,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.884946,-92.608911
CSIMB003465,CHAONIL,CHAONIL,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,OXCHUC,CHAONIL,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,CHAONIL,29460,AUN COSTADO DE LA ESCUELA,9612702255,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.804857,-92.275504
CSIMB003470,LELENCHIG,LELENCHIG,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,OXCHUC,LELENCHIJ,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,23,CAMINO,TENEJAPA - OXCHUC,SIN NÚMERO,,25,PUEBLO,LELENCHIJ,29450,FRENTE DE LA ESCUELA,9163480916,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.839089,-92.411267
CSIMB003482,TIEMOPA,TIEMOPA,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,TIEMOPA,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,TIEMOPA,29900,A LADO DE LA ESCUELA SECUNDARIA,9671107488,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.4244,-92.197
CSIMB003494,SAN QUINTÍN,SAN QUINTÍN,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,OCOSINGO,SAN QUINTIN,9,OCOSINGO,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,18,HACIENDA,SAN QUINTIN,29954,SAN QUINTÍN,9162444490,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,4,IRREGULAR,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.404638,-91.350761
CSIMB003506,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,TAPACHULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TAPACHULA,TAPACHULA DE CORDOVA Y ORDOÑEZ,7,TAPACHULA,DE HOSPITALIZACIÓN,24,CARRETERA,TAPACHULA - PUERTO MADERO ,SIN NÚMERO,,7,COLONIA,LOS TOROS,30830,"CARRETERA TAPACHULA - PUERTO MADERO KM. 15 + 200, TAPACHULA DE CÓRDOVA Y ORDOÑEZ, COL. LOS TOROS",9626201100,TERCER NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.351201,-92.548768
CSIMB003511,HOSPITAL DE ESPECIALIDADES PEDIÁTRICAS,HOSPITAL DE ESPECIALIDADES PEDIÁTRICAS,TUXTLA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,DE HOSPITALIZACIÓN,4,BOULEVARD,SS JUAN PABLO II,SIN NÚMERO,,7,COLONIA,CASTILLO TIELMANS,29070,BLVD. JUAN PABLO II COLONIA JOSE CASTILLO TIELEMANS SIN NUMERO ,9616170700,TERCER NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.750663,-93.078047
