CLUES,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,REGION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,MUNICIPIO,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,NOMBRE TIPO ESTABLECIMIENTO,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,REFERENCIAS DEL DOMICILIO,TELEFONO 1 DEL ESTABLECIMIENTO,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,OBSERVACIONES AL REGISTRO,LATITUD,LONGITUD
CSIMB001831,SATURNINO RÍOS,SATURNINO RÍOS,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PALENQUE,SATURNINO RIOS,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,SATURNINO RÍOS,29969,A UN COSTADO DE LA ESCUELA PRIMARIA,9611764441,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.626927,-92.192287
CSIMB001843,CHOCOLJAITO,CHOCOLJAITO,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PALENQUE,CHOCOLJAITO,6,PALENQUE,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,MANZANA 6  ,,13,EJIDO,CHOCOLJAITO,29968,EJIDO CHOCOLJAITO MANZANA Nº 6,9931337608,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.27096,-91.734771
CSIMB001855,EBEN EZER,EBEN EZER,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PALENQUE,EBEN EZER,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,EBEN EZER,29968,A UN LADO DE LA CASA EJIDAL,9611225667,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.24711,-91.999685
CSIMB001860,NUEVA ESPERANZA PROGRESISTA,NUEVA ESPERANZA PROGRESISTA,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PALENQUE,NUEVA ESPERANZA PROGRESISTA,6,PALENQUE,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,NUEVA ESPERANZA PROGRESISTA,29967,A LADO DE LA CASA EJIDAL,9191318816,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.1083,-91.379
CSIMB001872,CENTRO DE SALUD CARRIZAL,CENTRO DE SALUD CARRIZAL,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PANTEPEC,EL CARRIZAL,5,PICHUCALCO,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,7,COLONIA,CENTRO,29666,CERCA DEL ALBERGUE,9611024752,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.1606,-93.0769
CSIMB001884,HOSPITAL GENERAL PICHUCALCO,HOSPITAL GENERAL PICHUCALCO,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PICHUCALCO,PICHUCALCO,5,PICHUCALCO,DE HOSPITALIZACIÓN,5,CALLE,PONCIANO ROJAS,SIN NÚMERO,,16,FRACCIONAMIENTO,LAS PALMERAS,29520,AV. PONCIANO DE JUÁREZ S/N,9621524080,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.51385,-93.120507
CSIMB001896,UNIDAD MEDICA MOVIL CAMOAPITA 2A. SECCIÓN,UNIDAD MEDICA MOVIL CAMOAPITA 2A. SECCIÓN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PICHUCALCO,CAMOAPITA 2DA. SECCION A (CENTRO),5,PICHUCALCO,DE CONSULTA EXTERNA,24,CARRETERA,PICHUCALCO-TEAPA,SIN NÚMERO,,27,RANCHERÍA,CAMOAPITA 2A. SECCION,29524,FRENTE A LA CASA DE LA SRA. GENOVEVA RODRIGUEZ,9617056964,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.487492,-93.185768
CSIMB001901,UNIDAD MEDICA MOVIL AZUFRE 2A. SECCIÓN,UNIDAD MEDICA MOVIL AZUFRE 2A. SECCIÓN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PICHUCALCO,EL AZUFRE 2DA. SECCION,5,PICHUCALCO,DE CONSULTA EXTERNA,24,CARRETERA,PICHUCALCO-TEAPA,SIN NÚMERO,,27,RANCHERÍA,AZUFRE 2DA. SECCION,29523,INSTALACION DE LA ESCUELA RURAL FEDERAL LIC. ANTONIO MARTINEZ,5539117066,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.558421,-93.035338
CSIMB001913,CENRO DE SALUD TECTUAPAN,CENRO DE SALUD TECTUAPAN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PICHUCALCO,TECTUAPAN,5,PICHUCALCO,DE CONSULTA EXTERNA,5,CALLE,AQUILES SERDAN,SIN NÚMERO,,25,PUEBLO,CENTRO,29524,CERCA DE LA PARADA DE LAS COMBIS,9621450419,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.44572,-93.158801
CSIMB001925,CENTRO DE SALUD IGNACIO ZARAGOZA,CENTRO DE SALUD IGNACIO ZARAGOZA,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PICHUCALCO,IGNACIO ZARAGOZA BAJO,5,PICHUCALCO,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,IGNACIO ZARAGOZA,29530,A 500 MTS RUMBO AL RANCHO GUADALUPE DE DON EUCLIDE RAMOS,9191000207,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.534493,-93.327963
CSIMB001930,CENTRO DE SALUD URBANO PIJIJIAPAN,CENTRO DE SALUD URBANO PIJIJIAPAN,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,PIJIJIAPAN,8,TONALÁ,DE CONSULTA EXTERNA,5,CALLE,SEXTA PONIENTE NORTE,SIN NÚMERO,,3,BARRIO,LOS LAURELES,30453,,9621078820,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.2335418,-93.9027054
CSIMB001942,LAS BRISAS,LAS BRISAS,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,LAS BRISAS,8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,LAS BRISAS,30554,A LA VUELTA DE LA IGLESIA CATÓLICA,9617016648,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.5170831,-93.1152425
CSIMB001954,EL CARMEN,EL CARMEN,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,EL CARMEN,8,TONALÁ,DE CONSULTA EXTERNA,3,AVENIDA,JARDÍN DE NIÑOS,SIN NÚMERO,,27,RANCHERÍA,EL CARMEN,30545,AV. JARDÍN DE NIÑOS Y CALLE BELISARIO DOMÍNGUEZ,9181158188,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.5769345,-93.1283706
CSIMB001966,NUEVA COAPA ECHEGARAY,NUEVA COAPA ECHEGARAY,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,ESTACION ECHEGARAY,8,TONALÁ,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,NUEVA COAPA ECHEGARAY,30543,CONTRA ESQ. ESC. PRIMARIA,9371266500,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.6248297,-93.1663117
CSIMB001971,HERMENEGILDO GALEANA,HERMENEGILDO GALEANA,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,HERMENEGILDO GALEANA,8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,CENTRAL ORIENTE,SIN NÚMERO,,25,PUEBLO,HERMENEGILDO GALEANA,30550,A LA VUELTA DE LA CASA DEL AGENTE MUNICIPAL,9673471292,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.5530456,-93.0073474
CSIMB001983,JOAQUÍN AMARO (EJIDO TAMAULIPAS),JOAQUÍN AMARO (EJIDO TAMAULIPAS),TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,TAMAULIPAS (JOAQUIN AMARO),8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,16 DE SEPTIEMRE,SIN NÚMERO,,13,EJIDO,JOAQUÍN AMARO (EJIDO TAMAULIPAS),30548,FRENTE A LA COOPERATIVA PESQUERA,9932780746,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.7719736,-93.4075296
CSIMB001995,SAN ISIDRO,SAN ISIDRO,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,SAN ISIDRO,8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,GUSTAVO THOMAS,SIN NÚMERO,,27,RANCHERÍA,SAN ISIDRO,30548,GUSTAVO THOMAS S/N,9671644720,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.7410581,-93.3544691
CSIMB002000,EJIDO LA ESPERANZA (ZAPOTAL),EJIDO LA ESPERANZA (ZAPOTAL),TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,LA ESPERANZA (EL ZAPOTAL),8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,SECTOR 1,28,,25,PUEBLO,EL ZAPOTAL,30559,SECTOR 1 MZA. 28 CASA 4,9931357307,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.4491752,-93.1647306
CSIMB002012,NUEVO MILENIO SANTA CRUZ,NUEVO MILENIO SANTA CRUZ,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,NUEVO MILENIO SANTA CRUZ LA CENTRAL,8,TONALÁ,DE CONSULTA EXTERNA,23,CAMINO,LOS GIRASOLES,899,,13,EJIDO,NUEVO MILENIO SANTA CRUZ,30558,FRENTE A LA ESCUELA PRIMARIA,9611154217,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.742609,-93.2850961
CSIMB002024,ZAPOTILLO,ZAPOTILLO,EL PORVENIR,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,EL PORVENIR,ZAPOTILLO,10,MOTOZINTLA,DE CONSULTA EXTERNA,24,CARRETERA,A CHIMALAPA,SIN NÚMERO,,3,BARRIO,ZAPOTILLO,30975,"CONOCIDO, ZAPOTILLO.",9921061936,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.4269,-92.2853
CSIMB002036,VILLA COLMALTITLÁN,VILLA COLMALTITLÁN,TAPACHULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLA COMALTITLAN,VILLA COMALTITLAN,7,TAPACHULA,DE CONSULTA EXTERNA,3,AVENIDA,4A. SUR,SIN NÚMERO,,7,COLONIA,VILLA COMALTITLAN CENTRO,30620,A UNA CUADRA DEL MERCADO,9161166171,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.212063,-92.575288
CSIMB002041,CENTRO DE SALUD CON HOSPITALIZACION PUEBLO NUEVO SOLISTAHUACÁN,CENTRO DE SALUD CON HOSPITALIZACION PUEBLO NUEVO SOLISTAHUACÁN,SIMOJOVEL,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PUEBLO NUEVO SOLISTAHUACAN,PUEBLO NUEVO SOLISTAHUACAN,5,PICHUCALCO,DE CONSULTA EXTERNA,3,AVENIDA,PRIMERA NORTE,SIN NÚMERO,,3,BARRIO,GUADALUPE,29750,1A. NORTE Y 2A PONIENTE BARRIO GUADALUPE,9191713353,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.1598,-92.8988
CSIMB002053,CENTRO DE SALUD ARROYO GRANDE,CENTRO DE SALUD ARROYO GRANDE,SIMOJOVEL,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PUEBLO NUEVO SOLISTAHUACAN,ARROYO GRANDE,5,PICHUCALCO,DE CONSULTA EXTERNA,23,CAMINO,A ARROYO GRANDE,SIN NÚMERO,,13,EJIDO,ARROYO GRANDE,29755,PASANDO EL PUENTE,9612805705,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.189571,-92.871343
CSIMB002065,CENTRO DE SALUD RAYÓN,CENTRO DE SALUD RAYÓN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,RAYON,RAYON,5,PICHUCALCO,DE CONSULTA EXTERNA,5,CALLE,1RA. ORIENTE NORTE,SIN NÚMERO,,25,PUEBLO,SANTO DOMINGO,29740,SEGUNDA ORIENTE NORTE SIN NUMERO,5525068072,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.203139,-93.010594
CSIMB002070,"CENTRO DE SALUD URBANO REFORMA, CHIAPAS","CENTRO DE SALUD URBANO REFORMA, CHIAPAS",PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,REFORMA,REFORMA,5,PICHUCALCO,DE CONSULTA EXTERNA,3,AVENIDA,VENEZUELA,SIN NÚMERO,,7,COLONIA,REFORMA CENTRO,29500,AUN COSTADO DEL MERCADO PUBLICO,9934450970,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.862628,-93.150907
CSIMB002082,CENTRO DE SALUD MACAYO 2A. SECCIÓN,CENTRO DE SALUD MACAYO 2A. SECCIÓN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,REFORMA,MACAYO 2DA. SECCION,5,PICHUCALCO,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,MACAYO 2DA,29509,CALLE PRINCIPAL A LADO DE LA IGLESIA BAUTISTA,9611449644,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.978098,-93.274393
CSIMB002094,UNIDAD MEDICA MOVIL SANTA CRUZ,UNIDAD MEDICA MOVIL SANTA CRUZ,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,REFORMA,SANTA CRUZ (SITIO GRANDE),5,PICHUCALCO,DE CONSULTA EXTERNA,24,CARRETERA,JUAREZ - REFORMA,SIN NÚMERO,,13,EJIDO,SANTA CRUZ,29504,"CARRETERA JUARE, REFORMA ENTRADA A SITIO GRANDE FRENTE A LA UNIVERSIDAD",9161016133,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.80557,-93.164787
CSIMB002106,LAS ROSAS,LAS ROSAS,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,LAS ROSAS,LAS ROSAS,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,3,AVENIDA,1A. CENTRAL,SIN NÚMERO,,7,COLONIA,LAS ROSAS,30350,1A.AV. CENTRAL S/N,9934015204,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.36144,-92.369842
CSIMB002111,CHIPILINAR,CHIPILINAR,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,LAS ROSAS,EL CHIPILINAR,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,24,CARRETERA,A SANTA ELOISA CRUZ MORALES,SIN NÚMERO,,7,COLONIA,EL CHIPILINAR,30350,LIMITE DE LA COMUNIDAD,9161579065,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.327189,-92.423058
CSIMB002123,LOS NARANJOS,LOS NARANJOS,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SABANILLA,LOS NARANJOS,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,LOS NARANJOS,SIN NÚMERO,,13,EJIDO,LOS NARANJOS,29810,COLONIA LOS NARANJOS,9622121033,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.263333,-92.619444
CSIMB002135,EL PARAÍSO,EL PARAÍSO,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SABANILLA,EL PARAISO,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,EL PARAÍSO,29802,CENTRO DE SALUD PARAISO,9161080517,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.24698,-92.556953
CSIMB002140,ATOYAC NAYLUM,ATOYAC NAYLUM,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SABANILLA,ATOYAC NAYLUM,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,ATOYAC NAYLUM,29815,CERCA DEL JARDÍN DE NIÑOS,9141400175,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.350629,-92.674466
CSIMB002152,HOSPITAL BÁSICO COMUNITARIO SALTO DE AGUA,HOSPITAL BÁSICO COMUNITARIO SALTO DE AGUA,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,SALTO DE AGUA,6,PALENQUE,DE HOSPITALIZACIÓN,5,CALLE,CAFETAL,SIN NÚMERO,,25,PUEBLO,SALTO DE AGUA,29900,CALLE CAFETAL S/N,9612676867,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.552807,-92.338727
CSIMB002164,ARROYO PALENQUE,ARROYO PALENQUE,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,ARROYO PALENQUE,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,NIÑOS HÉROES,SIN NÚMERO,,13,EJIDO,ARROYO PALENQUE,29903,CALLE NIÑOS HÉROES S/N,9611975379,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.3918,-92.105
CSIMB002176,IGNACIO ZARAGOZA,IGNACIO ZARAGOZA,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,IGNACIO ZARAGOZA,6,PALENQUE,DE CONSULTA EXTERNA,5,CALLE,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,IGNACIO ZARAGOZA,29905,A LADO DE LA CASA EJIDAL,9671030237,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.4097,-92.0307
CSIMB002181,NUEVO MUNDO *,NUEVO MUNDO *,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,NUEVO MUNDO,6,PALENQUE,DE CONSULTA EXTERNA,6,CALLEJÓN,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,NUEVO MUNDO *,29900,AL LADO DE LA TIENDA,9676780609,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.3133,-91.9644
CSIMB002193,POTLOJA,POTLOJA,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,POTIOJA 1RA. SECCION,6,PALENQUE,DE CONSULTA EXTERNA,24,CARRETERA,SALTO DE AGUA LIMAR,SIN NÚMERO,,25,PUEBLO,POTIOJA 1A. SECCION,29908,A 500 MTS. ANTES DE LLEGAR A LA ESC. PRIMARIA,9676788597,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.514688,-92.348846
CSIMB002205,RÍO JORDÁN,RÍO JORDÁN,PALENQUE,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SALTO DE AGUA,RIO JORDAN,6,PALENQUE,DE CONSULTA EXTERNA,19,PROLONGACIÓN,5 DE MAYO,SIN NÚMERO,,13,EJIDO,RÍO JORDÁN,29900,CALLE PROLONGACIÓN 5 DE MAYO S/N,9671120766,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.245745,-91.933659
